samples,class,middle_facial_height,lower_facial_height,philtrum,intercanthal_width,biocular_width,nasal_width,mouth_width
25.0,1.0,61.87686050253196,72.226030910643,13.5714225812698,43.796517722103,105.88318707047553,40.69437971580966,82.88509628969568
27.0,1.0,68.32524119995756,70.49904713340615,10.876298103720764,40.20983548689673,100.6730506322574,30.08555256996347,60.84568397541851
28.0,1.0,57.77782890306303,58.04805355073501,12.259773602901484,36.13060688734275,84.92993193793396,26.209474161335255,58.537922425157866
29.0,1.0,48.48326606349675,46.48825969733667,7.6228629537592925,28.991567313444776,72.63313928235515,24.441011749263495,56.757266973111015
30.0,1.0,57.81678297553857,72.91189678087262,14.665405428101852,39.50350801421003,99.14026474476691,37.09395345439066,69.64136911250041
31.0,1.0,62.03796232680297,68.00110231523769,19.58388139749945,52.20004559811418,121.11789579055092,37.134715355382745,60.986966421222334
32.0,1.0,71.37412176612705,70.68656354580905,17.215069422808035,45.623055256429836,107.19854391615156,33.778175840544215,70.19476954556941
32.0,1.0,18.550107312906313,17.535097053680484,5.275690678254829,12.611873911373838,29.287903272409054,7.675669882881232,13.003102719301726
33.0,1.0,60.14962616306271,73.16503483018167,12.730086339251594,47.99128130416588,114.36062345977639,36.9633856420783,85.23941317607131
34.0,1.0,69.38052850604493,90.15417034805266,13.509308033041652,52.708168741073486,125.25202031521259,39.83688325016028,75.39390041884887
41.0,1.0,64.22577214940375,53.425122392793824,11.818201027182589,43.72274964871835,109.66290431809529,38.033813011902964,74.11293617953953
42.0,1.0,69.16441891513874,80.26801079134451,17.130631650467517,51.951680292160916,123.86461782125176,42.384766890026945,81.90874905630294
43.0,1.0,73.59725938151925,67.85171828841553,9.60547072563341,41.87736391936817,113.00685695463243,40.58761750784837,86.2192643166108
44.0,1.0,63.02103457140267,65.83980621751556,11.077080556076154,46.02796001233271,111.07641725750403,36.682311922258606,84.13530433436667
45.0,1.0,47.77446934662097,54.63850582686992,11.190501383173142,42.492974469544166,95.57922096431004,25.73364522657304,62.480362381967865
46.0,1.0,76.73909306098327,73.40694876687151,18.58714447816286,51.37421903238286,121.10667996311695,38.34858197940472,88.61707488363811
48.0,1.0,63.237522702611734,63.3473310608894,13.912654154926715,42.59751548748114,100.41767726604368,32.563656376672455,76.4439428887286
51.0,1.0,79.19271281582873,71.23007638831368,16.374864129576768,51.64465591642249,127.36749910233385,46.20663849696276,85.49529744694557
52.0,1.0,63.711316210552425,80.5434080514166,12.841328941386868,57.24525621391698,131.8174560837501,46.01966050285601,100.43856059149806
53.0,1.0,73.56521339605169,75.26394555664231,14.723465765956744,52.93194460970922,136.2323325140373,47.009272953702435,98.37888160581824
55.0,1.0,83.92109062417192,88.33011031986769,8.599483495472274,49.01920591446274,120.24868793877076,42.889201327244365,91.97345725080686
59.0,1.0,66.52379934977674,67.16186039543052,9.982629791803358,58.999252460499825,136.57779038141322,50.87435633770811,104.96611321507956
60.0,1.0,73.62413801553215,77.32135467270733,8.282674812481538,53.63875547144938,128.75711460273138,50.169645957060524,99.60578272742299
61.0,1.0,74.8965970491943,67.8860922855757,19.936704113380937,46.78208661509766,115.29176078746347,38.55301172090449,77.14341784477661
62.0,1.0,65.71433869917071,65.49168579500322,16.999563371089867,39.52011910584729,96.25537964658035,23.485726426127332,41.920705863116424
66.0,1.0,80.89107591781158,65.43762175945713,10.639154821596527,56.78373609617634,133.3651634911112,46.4054234798789,81.66606769134901
67.0,1.0,59.77635049613608,61.30143353342155,11.131598760218585,36.18634875181795,87.56777587530529,30.69772584753795,63.34819849453811
68.0,1.0,90.97586287580378,82.73982066195293,20.146769913266485,60.08411803871706,140.23023161324735,44.685848245959214,88.2751642647217
70.0,1.0,62.39191501032928,51.50640193514296,11.979181991254665,33.38504300585069,84.76052290302427,30.53163571151241,57.39589603156048
72.0,1.0,63.7084191413725,72.8016063839513,14.198475308596919,45.85485243207664,104.94816184818924,33.51110070514098,70.86987309200158
73.0,1.0,70.20671658577194,62.31437674308314,14.395246845573721,49.85197826666085,122.84165614240273,39.005582441421446,77.53182062134876
75.0,1.0,76.27390712859004,71.8400073350247,16.09916775279084,56.22961242073945,126.01220373952123,41.07260474329088,91.28636498187572
76.0,1.0,73.41714819877498,64.52474227451533,11.387847242881339,53.65817621741909,124.9538191716986,39.094396972485406,73.32440268238399
78.0,1.0,69.32951981017301,63.00942610180889,12.955148561741773,49.51137284760845,117.08040873095348,36.76423989398938,82.1232876221806
80.0,1.0,71.3529435399979,67.22382058644466,12.192252287715357,49.868808194667146,111.7431067258048,38.57680309858536,78.29305909857767
81.0,1.0,70.96536834797242,85.2247531348927,15.440837267923671,54.168642964573145,127.96395731125844,48.64689245351648,87.08635616341296
83.0,1.0,72.14339612036521,69.20260594880604,18.25505120308897,34.525688677967324,86.03375000867746,20.37585923476661,33.32228035419959
84.0,1.0,52.446787712444376,59.62846469475212,13.138945705939468,44.81999936513917,101.16383663007423,28.80821260384781,65.4644144638679
86.0,1.0,68.05662523051029,90.03281503424917,15.394099807310127,48.63154487511778,112.54531601646103,39.88875216789033,86.58159189328882
87.0,1.0,80.78519619246234,72.0067475195758,12.532500755728101,52.1826907476663,124.93801404793487,43.04514112482963,78.13466968358222
88.0,1.0,62.54187618265401,60.615007881365486,14.44756652395136,40.89869871347008,97.76286039938746,30.831086624997905,62.26497428392708
91.0,1.0,57.826394287173535,77.60763001450631,15.56924353447207,48.465666036365384,117.01339924748818,34.53609878627435,81.99990079620618
92.0,1.0,58.0432229426281,51.812080624785935,14.648437690527157,42.30005449222259,98.38409135559316,32.394441515176645,63.64839324668375
93.0,1.0,56.73451615914643,47.78377088736339,11.723754026912882,37.212299035176464,88.98008377231672,28.10364158048739,45.37105662748996
95.0,1.0,70.19626821049756,64.09523251194274,18.3326084463689,37.75021372172746,87.68952705063587,28.986100133491576,55.06393201773834
96.0,1.0,58.58353091347025,49.52856112836916,8.840462849966416,42.02400559568899,97.86449143287223,35.756442423870986,75.88893321820316
97.0,1.0,68.84112656011312,73.45070903072221,11.392078562543173,40.39131129698192,93.25468366277234,38.34786693650248,70.62264370872842
98.0,1.0,48.80121296014949,52.657689665531514,6.537608883974729,41.26755839182638,95.85669860574322,35.243428625336655,76.82485646123199
99.0,1.0,52.933793624512035,53.87303096703675,11.063873871682548,32.129909630852325,74.23319234655276,23.250000807763435,44.340358473919665
100.0,1.0,74.87996039494509,63.363811451301586,8.17000839177146,47.92637013693114,119.88454218493271,39.894650986539546,82.03696785942603
101.0,1.0,71.4151449798294,77.83432078367808,20.066640024802364,47.539832358893534,113.90356437001319,36.754998744021215,68.70510141627986
102.0,1.0,49.51524533058076,54.431155445849946,10.556022667256126,35.75265017106563,82.54203206689732,28.43305747619536,59.31343158632686
103.0,1.0,55.26735322454832,57.54259927286067,11.580649403065665,40.74812434633055,94.11819958108421,25.322554623499197,39.72998516838382
104.0,1.0,53.55260536662087,50.9180648454004,9.894983429036149,42.58241847149831,102.67518707946385,31.557349165799728,63.653359740494736
105.0,1.0,52.67868884231081,62.042497594963855,9.848191241844399,41.794425853867935,101.5971536988642,31.19823718807563,66.64824791893932
106.0,1.0,59.77018735550364,69.7490157852288,16.827631541396425,46.35048200163728,110.02188556185723,34.50955854060872,69.90423041171829
107.0,1.0,75.34458824757124,57.3592516156254,7.708250736076564,48.166758823550694,112.62138246901763,38.99856035791192,81.16230323638742
109.0,1.0,60.522552720095625,73.82292758872747,10.724126619590061,45.692190918296156,102.30477346350183,36.068543188523094,79.10667533329676
111.0,1.0,62.137735382402184,67.46264344122085,10.38888377742767,49.670871550614415,112.59027699868093,41.20334651888363,80.74791089967096
112.0,1.0,70.2419442627301,63.85203981516329,15.416509097457032,44.462408159993224,110.19752283090743,34.39495342399085,75.52151406289006
113.0,1.0,58.39303254640736,56.67153812942173,14.100388210585736,53.555704742345576,127.96814413562794,37.87475084422603,82.65235967615882
114.0,1.0,57.653855792667734,58.54565623028341,12.657378860767318,44.350458846993256,106.88591277218575,31.980868439856337,63.42717252407519
115.0,1.0,69.38914022456753,76.11525427282308,14.004091227730408,45.92749472536031,106.47537360359155,33.25281880931775,72.76985927919146
116.0,1.0,61.4375335903837,58.35474076476134,18.846079554116802,45.70156560426568,113.78128032252887,31.235569395408813,58.263298751122896
117.0,1.0,57.07828406827831,63.16622370305982,15.165827256213756,44.06644151052363,106.0782079781674,30.79037573092118,54.513392869438285
119.0,1.0,66.41245184729466,79.58274218005809,15.334465635896793,50.83171100459732,118.58419644973576,36.52887441921528,77.72640450084192
120.0,1.0,70.29013594456073,65.02139679089127,11.80177934012178,46.67591662449411,117.13177032924322,44.15716509189648,88.57126273400252
121.0,1.0,71.12865036766063,83.18954574363596,19.222561142059085,51.69662855806677,121.88677516458868,38.718543270248695,73.52517682911702
122.0,1.0,51.014120371532925,52.3164211304827,8.041863043541344,32.30582870895746,77.07404450393142,25.476432511087587,52.18302080483704
123.0,1.0,55.12645895168151,51.74380113200033,15.920136350031667,35.74945686506916,82.83383776059152,25.02233423702913,36.077017354756435
124.0,1.0,48.44177593307092,48.98698882670989,7.533018424044894,31.09036410620861,79.04793424258192,25.35475935265716,55.71558803500597
125.0,1.0,51.49842517343523,60.38890052455088,12.03548364040267,38.14375648288983,94.93618687351594,26.53035481069183,50.29973656337502
126.0,1.0,61.89726917872863,78.25500253916871,18.019243873051845,46.92745755694528,109.25382875885057,35.821730040689005,78.64106432305262
127.0,1.0,66.76463196620274,67.45518915868888,19.023883509047238,52.729435878003656,118.28111889144647,41.80847517379264,75.53141858207809
128.0,1.0,52.00681746580519,55.46607112394478,9.988358136250412,40.05067990202913,94.19735837643961,29.10008654086445,60.946948930414074
129.0,1.0,47.836013533938285,64.44747656848122,10.671365014959415,32.519048953161615,83.9386192011335,26.37511743291044,53.10339887113253
130.0,1.0,71.77078645644063,76.35312917465139,12.273651832804271,37.99007225761619,94.44139385658441,33.165625582696315,72.32600700669228
131.0,1.0,56.0396235257006,58.440126660292385,8.771214422457422,37.790590377696084,87.56417611511355,29.746554617495196,62.86546089968945
132.0,1.0,59.65426159685934,63.349295442340946,14.112801721709836,39.48194899338431,92.88076727126504,30.465815596504232,65.59534007060638
133.0,1.0,60.250472442579174,52.88509005717964,12.380998882561952,38.75393514646479,97.64605975299027,32.88277719991424,68.08070116258939
135.0,1.0,59.988367603089124,72.86460216264412,11.711926905889577,34.00795513363456,81.45940820759256,26.50705258476176,55.20394428383226
136.0,1.0,68.1840341032943,72.93421451071983,12.927570339394046,47.76202921994939,123.30000490022512,33.208034389713966,66.65780426038127
138.0,1.0,58.76297808846616,53.43904410104378,9.269082371610487,45.063227153106766,106.46081665038207,35.16862274638004,79.53664054524629
139.0,1.0,71.27146125319248,64.38401898367106,12.182782851973347,44.40648755162922,98.78671051797656,36.0884402367576,75.78115081705478
140.0,1.0,72.54230107856232,78.72077556511043,13.428474336330106,48.42266350605365,115.83370570866882,34.395129082873574,64.83380357674537
141.0,1.0,92.29057889012968,84.47164770511465,17.218240671592998,49.76463475123397,123.68905565438264,34.15359152282817,63.16290594823913
143.0,1.0,70.88058489288608,63.703478439086815,13.45420448529751,49.40251581742066,115.2331761590481,30.41321523280463,58.89034414319042
144.0,1.0,56.257115264926696,58.83612897840409,9.515906660833748,39.253516673442086,95.17226521514867,36.22600732448583,74.99897350825779
145.0,1.0,52.65772101266309,56.80720306850269,7.2607378705611625,44.2661845944023,103.35749544160177,35.586308393164714,65.95142966554347
147.0,1.0,54.16085989657336,73.79799416219616,12.628869817101616,41.1583634346784,103.85350526057987,35.53741608588052,78.19243541364665
149.0,1.0,69.88987866000073,69.56850643304988,14.9697173445092,50.42789837060037,116.05606994901828,32.72957395422372,71.2457898635772
150.0,1.0,60.35947513433073,65.25152670413927,13.890921943963972,46.97170203412748,112.03773409921155,37.52046300949822,82.08953111609908
152.0,1.0,58.39259345932587,80.20611441390052,11.591382121352035,45.21627907664712,104.6263971136854,33.96618669083268,69.11437086309186
154.0,1.0,62.12966608450628,46.85294288388833,10.493485772582924,42.481992128837376,103.03331099146529,34.974161567930395,66.07017596182634
155.0,1.0,57.31389458828395,57.65165694046704,12.936828228812518,38.76121429059853,88.70748482661683,30.752898317155417,60.286762536667204
157.0,1.0,65.89384700986514,69.55794062431981,10.697293362435213,42.23441033140276,101.95156669428688,37.83453378029786,74.13396052243937
158.0,1.0,61.04270706152904,64.75755556373291,12.47751533943982,47.232130221723004,117.87462900326304,37.40394269282317,65.35028543165517
160.0,1.0,55.30916068907687,61.20814445823774,10.067352745226767,49.11140482229459,116.07046948189156,37.59682385261421,83.90947372687069
161.0,1.0,53.77971476993224,58.760984161955626,7.743480497825248,36.265639287813464,85.34180548180929,30.466507254518024,66.70854675900476
163.0,1.0,64.1687942000162,73.94360454952815,14.662155415829062,45.75204874127742,107.19147405111298,28.36262544364107,46.84232116512934
165.0,1.0,70.03890410417348,58.13848921615354,11.477880349019141,43.35455041104825,105.5001118074943,31.255544563286687,69.77200349738136
166.0,1.0,65.63407524329517,88.52204402089065,12.595017769134582,42.9812264420235,99.22908992839763,35.47098860958909,75.5066827912
168.0,1.0,75.93875313708665,74.38082740490877,17.491485663056906,55.166627729129196,129.13912950977678,36.923785456477766,78.37335663691456
170.0,1.0,65.84054502197884,61.18155777941996,13.547940378659039,53.07589530460131,121.54580528014996,35.73372268517514,80.06721578203606
172.0,1.0,72.73638683648919,51.49446907360495,16.854243287221045,52.439880919256495,126.26574365308656,37.22447756681213,65.2713761260587
173.0,1.0,80.38445017937626,81.13371914764969,18.994912256447112,55.85430877911301,134.04987831627002,44.97384135909811,97.41944562055762
175.0,1.0,53.09330584438861,51.240826815933595,13.803702937262873,35.84874218166692,83.48932684404278,26.60576653221816,55.38877915899679
176.0,1.0,71.1045438492214,85.60144862803332,11.698962282753975,50.032817252726474,116.67095995412055,39.278210890734314,80.70182605028029
177.0,1.0,50.187861571047485,46.31240369512794,12.206960625024566,34.92492692381669,84.83139887532666,23.72903593364044,40.46066444451079
178.0,1.0,59.49066889452624,64.90600437526872,14.901562561100764,42.25855124827756,101.87683449371352,30.43114454531081,68.33360539736947
179.0,1.0,73.22543073827597,58.54255988767916,18.737123950929604,38.79381638383012,100.49538998125945,29.110220980453327,50.7274203509325
181.0,1.0,58.4876831457208,46.432473423258436,13.945217859915285,38.40441184584135,90.82866216433277,30.310241926111367,52.51871853845065
185.0,1.0,48.550398075006086,76.37551058901788,16.07432537808118,42.52472290174711,101.61958120786625,31.007405217980175,66.04298542828998
186.0,1.0,70.53575753816176,63.9986745261025,15.568011156073377,43.015099797425776,98.02308762638376,33.46536687132141,74.29484128233734
188.0,1.0,66.49030347382414,77.3607142854545,18.127432204094028,47.49939210061799,116.09903860807036,27.83360292937973,53.1989539189569
189.0,1.0,60.9752227138616,56.90783355373583,10.124726582150085,45.532386056384105,111.74427440248074,38.74337433740767,88.61710772056207
190.0,1.0,59.22984483289633,60.98872261206329,13.828484251171567,39.18359630355667,95.50996919167129,27.48072875172391,53.93876752002775
191.0,1.0,54.531994379079876,44.81631255280666,10.517019609195357,42.641988847561954,93.97658600516672,26.778384594151596,46.23045643779001
192.0,1.0,54.37956461359013,54.85013710111764,10.204334849340722,38.64991493713796,96.6794687466158,28.432744692633882,58.58671479173576
193.0,1.0,65.96024215908871,53.089152489649884,16.120205444177824,42.140088935524275,105.155590236413,31.179243614502585,55.945470327551085
194.0,1.0,67.4669623436392,62.18320010487158,14.14893577340712,45.49853424184344,110.38838379407193,35.30961568146841,58.39426980283597
197.0,1.0,64.05749780601566,55.27716038678634,14.305671533010951,39.25811949468319,99.59308447878504,27.908474498283223,47.585514420618594
199.0,1.0,52.3668926862326,52.85261812008274,14.202004702470683,39.66191189815645,96.9358121819117,24.619398749153067,50.55366903730432
200.0,1.0,52.09164199502762,44.33880909857298,9.280892558202568,37.53873297108101,85.76974182630137,29.891950487245506,55.974217083012924
202.0,1.0,21.22061152365191,27.718402012309433,5.339489956213035,15.425298286695305,37.48279902955488,12.543832599205874,22.019843619238088
202.0,1.0,63.864180957752566,68.31466723435679,11.966519978229943,51.062255691477205,118.58621306585907,44.81028670684445,91.56806073194014
203.0,1.0,58.83945872335183,53.311539358226185,11.218781845218317,43.828361343852464,104.68539006610557,35.869623111425355,63.788958277812476
204.0,1.0,56.691214508892806,56.243822256075404,11.42825526453295,40.263010398578,100.23571009946349,28.019843862028225,56.28512737359183
205.0,1.0,60.07465732333996,64.87334279964922,16.524558669671023,50.1289630177904,113.07574179856282,38.233326807256795,75.64250733245164
207.0,1.0,73.48467406745651,66.48676342038033,12.04729256780956,41.82321535759239,111.49596869655329,35.023392672398245,75.02732557143298
208.0,1.0,55.3097523993644,58.67392842089663,12.96009807719064,42.26406100197778,101.46754106750166,34.22660506102819,59.887883912691386
210.0,1.0,57.32478276597698,89.5271007019221,14.735863546850586,50.15916621982989,115.72086925042491,41.71711566879235,85.85811667935944
211.0,1.0,68.16077965608952,56.703710760026595,8.97599048387418,42.01811444934126,103.43075595923277,38.0977462776015,74.3912954382183
212.0,1.0,61.754483176200104,53.175219388571165,10.664808406869572,53.21172729034265,128.12867549482706,37.52102909222449,71.29132594440715
214.0,1.0,63.582230717624434,77.91637755004079,16.49789412424811,48.092873086639074,116.29907163661282,38.47849312443661,78.75645470305338
218.0,1.0,64.09991669685111,74.52785840879771,10.887649106253374,49.59790840523924,118.55074529055956,41.33826854694934,90.21727930847172
219.0,1.0,75.7586896147822,51.140917810702206,10.99656007199069,52.9530736721864,123.60992090452845,34.06258352713229,63.81241781514474
223.0,1.0,66.80678963339302,69.17637857152397,15.38677362206906,49.79730426175546,119.0044262042206,33.69173164779935,65.00243981452971
224.0,1.0,62.3392092534576,83.48820045449251,12.360328234819697,50.0938094052666,113.07506241828429,44.86772856436167,81.52069501571384
225.0,1.0,64.0948202688314,71.12514920380977,10.311716579178265,46.95609466477676,108.97526045315148,39.888919732638776,70.82850682699234
228.0,1.0,86.78886388887719,70.64344892130568,17.52069497901054,54.30766970552318,137.48745562802043,44.04551568012345,94.53078362922403
229.0,1.0,78.33817541215431,69.22034010601362,12.52475328172175,51.955734073290934,130.87523848979785,43.25558430094894,102.07382418426872
231.0,1.0,73.02765408798642,75.00837469104967,13.928286715906598,44.04197711715749,111.22291159259122,36.489107009333615,69.89258367718924
232.0,1.0,51.437980568780176,45.57404801692215,11.109250048360607,30.744321153387016,74.00461710950246,28.444967974151417,47.03630000269154
233.0,1.0,63.96424201509141,74.29919219994737,17.27284854490933,51.47965110477053,126.76522812015178,32.50928899048548,63.52034498198588
235.0,1.0,71.96624694435317,65.61992297834801,15.219620272320379,46.53136303950915,115.36992688166606,33.47216520434427,59.269465552564235
239.0,1.0,55.85400435467575,59.712979737013576,13.078540219596984,46.18772785313247,110.06639716619645,31.7389188185357,57.97706854703236
243.0,1.0,78.8708892799013,97.18980734612914,18.877972874581015,45.217604931729845,106.45986548045974,37.69092687185604,85.53459996928612
244.0,1.0,73.93046681442998,57.00409258112262,12.161871334206756,43.40269264799151,104.11297226525052,36.614147391145146,74.05340351791689
245.0,1.0,26.022813944545856,25.13793993375949,5.044142531144422,17.245461287238342,41.039718284620335,13.483813711810182,27.463011187850764
245.0,1.0,73.94381183235433,55.7625663032271,19.625824189462715,55.924958130077535,134.54209475223962,38.03825123447842,65.29425988934095
246.0,1.0,69.59421069457996,64.75092116767975,13.762388409649525,48.74695007822438,117.91430853326612,38.81950275875774,77.2256932414161
247.0,1.0,60.94006012369232,55.4258149666931,11.900693785007864,41.798719207773736,102.98054317934675,29.72870375078267,61.23238917785668
249.0,1.0,52.18650139970777,56.14389869855517,10.276524082958437,41.52355891087973,98.70054187135955,30.99244227093115,53.36845835499467
251.0,1.0,56.380805265683506,59.80833715408999,7.557282955537403,48.16916912469756,115.02431370403433,39.27127752697257,82.92790460800086
252.0,1.0,26.658864929233683,20.822743468587404,4.47090771197528,14.869793427109743,35.19138860825189,12.877555839478271,24.18377854941458
252.0,1.0,63.57939151815211,61.7181686716197,18.27515856546529,47.65433816798064,119.52827424612687,34.80690404473946,62.01785792364649
253.0,1.0,64.11198169508275,71.44398855138198,9.029962682724673,51.82791154744806,116.43100329603017,35.749089245246864,84.56764618973973
254.0,1.0,67.90642315671562,61.70469500036524,12.203552913508434,55.29400262221665,133.39102178039758,39.36865272722575,82.54651591325523
255.0,1.0,72.86968178271997,75.17628892111195,15.630341385756743,50.729165227124525,121.83853988610379,37.68447175915996,64.16929245860906
258.0,1.0,75.4999735710634,76.66784847415114,18.494033010538836,55.8192459400483,124.44276188538453,34.91619047397496,65.19968773363028
259.0,1.0,57.359027379110294,52.414416611119094,9.853464197656576,48.340129194995946,108.10313643768573,34.94172537638203,70.59042220767701
261.0,1.0,59.733028978219565,63.022319103655335,13.891038773555252,41.63952216090292,99.88003389328063,33.120029905173936,72.55858346536957
262.0,1.0,57.10573920318703,51.57304806598717,12.386797557956625,38.9277862871818,97.8786302795219,27.711028393041566,51.81403275984605
263.0,1.0,50.9370445834466,67.70482785099006,14.010433400120057,53.327576416229114,116.00650106710064,34.99017676353323,87.6072122348007
267.0,1.0,65.97900535478122,67.50971927674783,14.461102244643213,55.43984859380931,123.8738854796392,38.54450391003755,66.80347100770213
268.0,1.0,66.5181816247482,65.27480996675163,15.474295279391455,47.57022106029149,114.44340397386388,34.178751953820665,64.60561572244782
269.0,1.0,59.256033389576174,68.20022508474587,9.526301453370852,56.45924026976874,125.94457424659197,43.383090966181754,94.42018758902532
270.0,1.0,85.29212395511486,88.9782348007298,15.343867076930115,56.94488924113647,129.11550162051253,43.691906475571656,89.47386411866319
272.0,1.0,14.903935214247284,21.759391513158175,2.5195502578486084,8.769511080944028,21.49250640244,7.897406991691961,13.221934206196918
273.0,1.0,60.23773109598921,59.9433770678666,8.282718847298874,50.233656924288574,120.19769407803463,44.356352198246825,92.28195262695844
276.0,1.0,67.43772196240062,68.26072029726613,10.520631423978319,52.056641638250156,120.3247167632993,42.43123468765464,96.24178914685086
279.0,1.0,64.18288970767384,66.28297854202464,14.98064564233798,52.68431518254841,115.65828986477216,34.30055661100122,61.878578182079295
281.0,1.0,53.19175003803926,62.073376470425885,11.229489300312135,40.49559733521408,104.62744518439757,33.8162587146671,71.73735886477142
282.0,1.0,67.81691560950857,74.02662835712026,16.759842764477238,41.12937570675387,95.93225984554316,28.144693250802995,50.27173126880753
283.0,1.0,48.04650719425944,57.99967235185383,10.563430961548441,34.42044336897622,83.36640165857213,27.699301212951195,57.365653037302714
284.0,1.0,56.50358415795197,80.65732314461425,13.795523948099822,42.18653532505604,94.60285567086439,31.970058655737553,63.38710672495887
285.0,1.0,81.3598581179896,69.82037018494961,9.489243576202506,43.52801695990573,109.06021674519907,38.104641025555196,82.81865716709791
286.0,1.0,66.24196712702626,60.58654979658933,11.371794250921857,45.7769946734962,104.88365585259221,33.31007359860526,71.41945662035872
288.0,1.0,67.02226630223363,70.89562878277054,15.413795763085096,42.00770618302908,102.71518309166935,31.792802538958806,47.441868931488145
289.0,1.0,39.82757120313302,37.85120331263593,5.630034602909295,22.603980198692874,53.17564954387301,16.604035665940273,31.013239077435543
290.0,1.0,62.860341167081245,81.54287345950658,14.379593766126524,46.0046879061743,99.44806503712927,33.04158300653044,73.10042949117194
292.0,1.0,55.38161171428971,53.072791378718726,9.31403726284686,41.32314464569371,99.1767852930039,32.646504397630395,62.741029734425
293.0,1.0,67.76570727276243,77.58266664714048,14.3239000894004,45.99616659965047,103.57906332390267,33.560789114615574,66.37017183475086
294.0,1.0,48.123448898758284,46.48187119835558,11.473345678754756,39.946933236168455,92.14455530734737,25.040054180780036,52.300111343416845
295.0,1.0,75.79952377919335,89.68149598081034,12.280616447458975,43.15703668337876,102.7314228140957,31.355612544431338,72.75119956613104
296.0,1.0,65.21250716543784,71.14941089489427,19.48545216328581,40.63709258932903,103.56942243155471,31.134056788592442,50.38933097449202
297.0,1.0,71.01540081952723,79.95938532280623,19.499744511990407,52.59381663720381,123.2370029889575,38.0117334110206,72.53603629529947
298.0,1.0,49.4805602855427,55.621627268299385,10.719022993051222,43.99867278089106,99.71721865981323,33.91634360948273,69.29715756853527
299.0,1.0,64.70672004362149,61.135652764517864,11.352689482788865,47.274619024884,110.0242694629902,34.12390914679179,60.10045409581527
303.0,1.0,51.82593636556316,53.015310367935214,10.19372512128906,34.38535421537665,88.32050292475671,24.790687114194906,51.16868556525442
304.0,1.0,56.35735383137239,52.81733079159184,12.638274006366549,43.5090009527971,104.12140700574199,32.8763966240877,72.4491702451643
306.0,1.0,71.38184706135208,62.06535484102302,12.148832339359867,61.71805911785526,142.72007822383017,47.14026098785013,86.7389585798129
307.0,1.0,58.80437352673617,72.03338449281296,12.69322180890357,51.16388446733594,118.50925379274375,39.52290267037583,85.56188504935335
308.0,1.0,68.94897331421645,64.96512972825961,15.043509265543724,48.80996758941083,115.65903780082081,36.3061147046229,69.92540089104244
310.0,1.0,81.15317706120373,74.58701494336732,12.780553442108815,45.409148363852864,107.95481765186861,37.24100100035745,79.49307879167405
311.0,1.0,47.70966974609472,45.33613339086163,11.383313949364664,42.17328183441857,98.54818003504326,29.440022912069875,60.9051914801308
312.0,1.0,65.62372174762054,58.90385086916324,10.712539004456412,45.79886308091976,104.94747365243526,41.130978340637604,82.30015780602427
313.0,1.0,80.40845568478949,85.34454209934985,18.83968018933707,53.0102235175829,123.53064641188935,36.13297785601681,71.89205523022694
314.0,1.0,45.97159343759302,41.86884036949793,6.434615252103268,28.625366757198492,67.32354962592657,21.564914728869223,36.188475607638196
